a,p,x,"(emphasis,emotion or confirmation)"
a,i,adv,indeed,too,also,even,really
kin,alt,a
akesi,i,n,creature,reptile,amphibian,non-cute animal,vermin
akesi,i,adj,creepy,slimy,scaly
ala,i,adj,no,not,zero
ala,i,adv,not
alasa,t,vt,hunt,harvest
alasa,t,vp,forage (for)
alasa,i,vi,forage,hunt,harvest
alasa,i,n,hunt,wild game
ale,i,adj,all,complete,abundant,whole,entire,countless,bountiful,plentiful
ale,i,d,all,every,a hundred,one hundred
ale,i,n,abundance,life,world,universe
ale,i,pn,everything,all
ali,alt,ale
anpa,i,adj,downward,humble,lowly,dependent
anpa,i,n,bottom,lower part,underneath
anpa,i,vi,bow down
anpa,t,vt,lower,suppress
ante,i,adj,different,other
ante,i,pnp,others
ante,i,n,change
ante,i,vi,change
ante,t,vt,change,modify,alter
ante,i,pn,another
anu,prep,conj,or
awen,i,adj,enduring,kept,protected,safe,permanent
awen,i,vi,continue,go on,endure,stay,remain,wait,keep
awen,t,vt,prolong,continue
awen,prev,vc,stay,remain,continue,keep on
e,p,x,(before the direct object)
e,i,xconj,and (between multiple direct objects)
en,p,xconj,and (between multiple subjects)
esun,i,n,market,shop,fair,bazaar,business transaction
ijo,i,n,thing,stuff,phenomenon,object,matter
ijo,i,pn,something,anything
ijo,t,vt,objectify,reify
ike,i,adj,bad,negative,wrong,evil,overly complex,unhealthy
ike,i,n,evil,badness,negativity
ike,t,vt,worsen,have a negative effect upon
ike,i,vi,suck
ilo,i,n,tool,implement,machine,device
insa,i,n,center,content,inside,interval,space between,internal organ,stomach
jaki,i,adj,disgusting,dirty,obscene,sickly,toxic,unclean,unsanitary
jaki,i,n,filth,garbage,dirt,pollution
jaki,t,vt,soil,dirty,pollute
jaki,i,int,ew,yuck
jan,i,n,person,human,human being
jan,i,pn,somebody,someone,anybody,anyone
jan,i,d,somebody's,someone's,anybody's,anyone's
jan,t,vt,personify,humanize
jan,i,adj,human,personal
jelo,i,adj,yellow,yellowish,light green
jelo,i,n,yellow,light green
jo,t,vt,have,carry,contain,hold
jo,i,n,possession,ownership
kala,i,n,fish,sea creature,marine animal
kala,i,adj,aquatic
kalama,i,vi,produce a sound,ring,sound
kalama,t,vt,recite,utter aloud,play (music)
kalama,i,n,sound,noise,voice
kama,i,adj,arriving,coming,future,summoned
kama,i,vi,come,arrive,happen
kama,t,vt,succeed in,bring about,summon
kama,i,n,event,happening,chance,arrival,beginning
kama,prev,vc,become,come (to)
kama,prev,vp,turn (into)
kasi,i,n,plant,herb,leaf,wood,vegetation
ken,prev,vm,can,may,be able,be allowed
ken,i,adj,possible
ken,i,adv,possibly
ken,i,n,possibility,ability,power,permission
kepeken,t,vt,use,employ
kepeken,prep,prep,with,by means of
kepeken,i,n,use
kili,i,n,fruit,vegetable,mushroom
kiwen,i,n,rock,stone,metal,mineral
kiwen,i,adj,hard,solid
ko,i,n,clay,dough,paste,powder,semi-solid,paste,powder
ko,i,adj,squishy
kon,i,n,air,breath,wind,smell,essence,spirit,hidden reality,unseen agent
kon,i,adj,ethereal,gaseous
kule,i,adj,colorful,pigmented,painted
kule,i,n,color,paint
kule,t,vt,color,paint
kulupu,i,n,community,company,group,nation,society,tribe
kulupu,i,vi,gather
kulupu,i,dp,a group of,many
kute,i,n,ear
kute,t,vt,hear,listen,pay attention to,obey
kute,i,adj,auditory
la,p,conj,when,if,as,whenever,while
la,p,xprep,during,at (time),as for,when it comes to
la,p,x,(separates context from rest of sentence)
lape,i,adj,dormant
lape,i,vi,sleep,rest
lape,t,vt,put to sleep
laso,i,adj,blue,green
laso,i,n,blue,green
lawa,i,n,head,mind
lawa,t,vt,control,direct,guide,lead,own,plan,regulate,rule,steer
lawa,i,vi,lead,rule
len,i,n,cloth,clothing,fabric,textile,cover,layer of privacy
lete,i,adj,cold,cool,uncooked,raw
lete,i,n,cold
lete,t,vt,cool down,chill
li,p,x,(between any subject except mi alone or sina alone and its verb. also to introduce a new verb for the same subject)
li,p,xconj,and
lili,i,adj,little,small,short,few,young
lili,i,adv,a little,a bit,barely
